series_id,period_end,fiscal_year,fiscal_quarter,value,units,source_type,source,notes
de_guidance_fy_net_income_low,2016-10-30,2016,Q2,1200,USDm,filing,filings/2016-05-20__de-us-20160520-q2-8k__784653.md,"guidance_issued=2016-05-20; guidance_vintage=FY2016 Q2 earnings release; vintage_seq=2; guides FY2016 (period_end column); the fiscal_quarter column on guidance rows is the VINTAGE quarter (which release the guidance came from), NOT a quarter of the guided period; point estimate ('about $Xbn') -- low/mid/high identical"
de_guidance_fy_net_income_low,2016-10-30,2016,Q3,1350,USDm,filing,filings/2016-08-19__de-us-20160819-q3-8k__784652.md,"guidance_issued=2016-08-19; guidance_vintage=FY2016 Q3 earnings release; vintage_seq=3; guides FY2016 (period_end column); the fiscal_quarter column on guidance rows is the VINTAGE quarter (which release the guidance came from), NOT a quarter of the guided period; point estimate ('about $Xbn') -- low/mid/high identical"
de_guidance_fy_net_income_low,2017-10-29,2017,Q4,1400,USDm,filing,filings/2016-11-23__de-us-20161123-q4-8k__784650.md,"guidance_issued=2016-11-23; guidance_vintage=FY2016 Q4 earnings release; vintage_seq=0; guides FY2017 (period_end column); INITIAL guidance for the year -- issued with the PRIOR fiscal year's Q4/full-year results, i.e. before FY2017 began; the fiscal_quarter column on guidance rows is the VINTAGE quarter (which release the guidance came from), NOT a quarter of the guided period; point estimate ('about $Xbn') -- low/mid/high identical"
de_guidance_fy_net_income_low,2017-10-29,2017,Q1,1500,USDm,filing,filings/2017-02-17__de-us-20170217-q1-8k__784623.md,"guidance_issued=2017-02-17; guidance_vintage=FY2017 Q1 earnings release; vintage_seq=1; guides FY2017 (period_end column); the fiscal_quarter column on guidance rows is the VINTAGE quarter (which release the guidance came from), NOT a quarter of the guided period; point estimate ('about $Xbn') -- low/mid/high identical"
de_guidance_fy_net_income_low,2017-10-29,2017,Q2,2000,USDm,filing,filings/2017-05-19__de-us-20170519-q2-8k__784651.md,"guidance_issued=2017-05-19; guidance_vintage=FY2017 Q2 earnings release; vintage_seq=2; guides FY2017 (period_end column); the fiscal_quarter column on guidance rows is the VINTAGE quarter (which release the guidance came from), NOT a quarter of the guided period; point estimate ('about $Xbn') -- low/mid/high identical"
de_guidance_fy_net_income_low,2017-10-29,2017,Q3,2075,USDm,filing,filings/2017-08-18__de-us-20170818-q3-8k__784624.md,"guidance_issued=2017-08-18; guidance_vintage=FY2017 Q3 earnings release; vintage_seq=3; guides FY2017 (period_end column); the fiscal_quarter column on guidance rows is the VINTAGE quarter (which release the guidance came from), NOT a quarter of the guided period; point estimate ('about $Xbn') -- low/mid/high identical"
de_guidance_fy_net_income_low,2018-10-28,2018,Q4,2600,USDm,filing,filings/2017-11-22__de-us-20171122-fy-8k__784662.md,"guidance_issued=2017-11-22; guidance_vintage=FY2017 Q4 earnings release; vintage_seq=0; guides FY2018 (period_end column); INITIAL guidance for the year -- issued with the PRIOR fiscal year's Q4/full-year results, i.e. before FY2018 began; the fiscal_quarter column on guidance rows is the VINTAGE quarter (which release the guidance came from), NOT a quarter of the guided period; point estimate ('about $Xbn') -- low/mid/high identical"
de_guidance_fy_net_income_low,2018-10-28,2018,Q1,2100,USDm,filing,filings/2018-02-16__de-us-20180216-q1-8k__784666.md,"guidance_issued=2018-02-16; guidance_vintage=FY2018 Q1 earnings release; vintage_seq=1; guides FY2018 (period_end column); the fiscal_quarter column on guidance rows is the VINTAGE quarter (which release the guidance came from), NOT a quarter of the guided period; point estimate ('about $Xbn') -- low/mid/high identical"
de_guidance_fy_net_income_low,2018-10-28,2018,Q2,2300,USDm,filing,filings/2018-05-18__de-us-20180518-q2-8k__784663.md,"guidance_issued=2018-05-18; guidance_vintage=FY2018 Q2 earnings release; vintage_seq=2; guides FY2018 (period_end column); the fiscal_quarter column on guidance rows is the VINTAGE quarter (which release the guidance came from), NOT a quarter of the guided period; point estimate ('about $Xbn') -- low/mid/high identical"
de_guidance_fy_net_income_low,2018-10-28,2018,Q3,2360,USDm,filing,filings/2018-08-17__de-us-20180817-q3-8k__784667.md,"guidance_issued=2018-08-17; guidance_vintage=FY2018 Q3 earnings release; vintage_seq=3; guides FY2018 (period_end column); the fiscal_quarter column on guidance rows is the VINTAGE quarter (which release the guidance came from), NOT a quarter of the guided period; point estimate ('about $Xbn') -- low/mid/high identical"
de_guidance_fy_net_income_low,2019-11-03,2019,Q4,3600,USDm,filing,filings/2018-11-21__de-us-20181121-fy-8k__654629.md,"guidance_issued=2018-11-21; guidance_vintage=FY2018 Q4 earnings release; vintage_seq=0; guides FY2019 (period_end column); INITIAL guidance for the year -- issued with the PRIOR fiscal year's Q4/full-year results, i.e. before FY2019 began; the fiscal_quarter column on guidance rows is the VINTAGE quarter (which release the guidance came from), NOT a quarter of the guided period; point estimate ('about $Xbn') -- low/mid/high identical"
de_guidance_fy_net_income_low,2019-11-03,2019,Q1,3600,USDm,filing,filings/2019-02-15__de-us-20190215-q1-8k__654630.md,"guidance_issued=2019-02-15; guidance_vintage=FY2019 Q1 earnings release; vintage_seq=1; guides FY2019 (period_end column); the fiscal_quarter column on guidance rows is the VINTAGE quarter (which release the guidance came from), NOT a quarter of the guided period; point estimate ('about $Xbn') -- low/mid/high identical"
de_guidance_fy_net_income_low,2019-11-03,2019,Q2,3300,USDm,filing,filings/2019-05-17__de-us-20190517-q2-8k__645299.md,"guidance_issued=2019-05-17; guidance_vintage=FY2019 Q2 earnings release; vintage_seq=2; guides FY2019 (period_end column); the fiscal_quarter column on guidance rows is the VINTAGE quarter (which release the guidance came from), NOT a quarter of the guided period; point estimate ('about $Xbn') -- low/mid/high identical"
de_guidance_fy_net_income_low,2019-11-03,2019,Q3,3200,USDm,filing,filings/2019-08-16__de-us-20190816-q3-8k__645300.md,"guidance_issued=2019-08-16; guidance_vintage=FY2019 Q3 earnings release; vintage_seq=3; guides FY2019 (period_end column); the fiscal_quarter column on guidance rows is the VINTAGE quarter (which release the guidance came from), NOT a quarter of the guided period; point estimate ('about $Xbn') -- low/mid/high identical"
de_guidance_fy_net_income_low,2020-11-01,2020,Q4,2700,USDm,filing,filings/2019-11-27__de-us-20191127-q4-8k__469218.md,"guidance_issued=2019-11-27; guidance_vintage=FY2019 Q4 earnings release; vintage_seq=0; guides FY2020 (period_end column); INITIAL guidance for the year -- issued with the PRIOR fiscal year's Q4/full-year results, i.e. before FY2020 began; the fiscal_quarter column on guidance rows is the VINTAGE quarter (which release the guidance came from), NOT a quarter of the guided period; explicit guidance range"
de_guidance_fy_net_income_low,2020-11-01,2020,Q1,2700,USDm,filing,filings/2020-02-21__de-us-20200221-q1-8k__469227.md,"guidance_issued=2020-02-21; guidance_vintage=FY2020 Q1 earnings release; vintage_seq=1; guides FY2020 (period_end column); the fiscal_quarter column on guidance rows is the VINTAGE quarter (which release the guidance came from), NOT a quarter of the guided period; explicit guidance range"
de_guidance_fy_net_income_low,2020-11-01,2020,Q2,1600,USDm,filing,filings/2020-05-21__de-us-20200521-q2-8k__469475.md,"guidance_issued=2020-05-21; guidance_vintage=FY2020 Q2 earnings release; vintage_seq=2; guides FY2020 (period_end column); the fiscal_quarter column on guidance rows is the VINTAGE quarter (which release the guidance came from), NOT a quarter of the guided period; explicit guidance range"
de_guidance_fy_net_income_low,2020-11-01,2020,Q3,2250,USDm,filing,filings/2020-08-20__de-us-20200820-q3-8k__105830.md,"guidance_issued=2020-08-20; guidance_vintage=FY2020 Q3 earnings release; vintage_seq=3; guides FY2020 (period_end column); the fiscal_quarter column on guidance rows is the VINTAGE quarter (which release the guidance came from), NOT a quarter of the guided period; point estimate ('about $Xbn') -- low/mid/high identical"
de_guidance_fy_net_income_low,2021-10-31,2021,Q4,3600,USDm,filing,filings/2020-11-25__de-us-20201125-q4-8k__105817.md,"guidance_issued=2020-11-25; guidance_vintage=FY2020 Q4 earnings release; vintage_seq=0; guides FY2021 (period_end column); INITIAL guidance for the year -- issued with the PRIOR fiscal year's Q4/full-year results, i.e. before FY2021 began; the fiscal_quarter column on guidance rows is the VINTAGE quarter (which release the guidance came from), NOT a quarter of the guided period; explicit guidance range"
de_guidance_fy_net_income_low,2021-10-31,2021,Q1,4600,USDm,filing,filings/2021-02-19__de-us-20210219-q1-8k__105842.md,"guidance_issued=2021-02-19; guidance_vintage=FY2021 Q1 earnings release; vintage_seq=1; guides FY2021 (period_end column); the fiscal_quarter column on guidance rows is the VINTAGE quarter (which release the guidance came from), NOT a quarter of the guided period; explicit guidance range"
de_guidance_fy_net_income_low,2021-10-31,2021,Q2,5300,USDm,filing,filings/2021-05-21__de-us-20210521-q2-8k__105846.md,"guidance_issued=2021-05-21; guidance_vintage=FY2021 Q2 earnings release; vintage_seq=2; guides FY2021 (period_end column); the fiscal_quarter column on guidance rows is the VINTAGE quarter (which release the guidance came from), NOT a quarter of the guided period; explicit guidance range"
de_guidance_fy_net_income_low,2021-10-31,2021,Q3,5700,USDm,filing,filings/2021-08-20__de-us-20210820-q3-8k__105827.md,"guidance_issued=2021-08-20; guidance_vintage=FY2021 Q3 earnings release; vintage_seq=3; guides FY2021 (period_end column); the fiscal_quarter column on guidance rows is the VINTAGE quarter (which release the guidance came from), NOT a quarter of the guided period; explicit guidance range"
de_guidance_fy_net_income_low,2022-10-30,2022,Q4,6500,USDm,filing,filings/2021-11-24__de-us-20211124-q4-8k__105843.md,"guidance_issued=2021-11-24; guidance_vintage=FY2021 Q4 earnings release; vintage_seq=0; guides FY2022 (period_end column); INITIAL guidance for the year -- issued with the PRIOR fiscal year's Q4/full-year results, i.e. before FY2022 began; the fiscal_quarter column on guidance rows is the VINTAGE quarter (which release the guidance came from), NOT a quarter of the guided period; explicit guidance range"
de_guidance_fy_net_income_low,2022-10-30,2022,Q1,6700,USDm,filing,filings/2022-02-18__de-us-20220218-q1-8k__105812.md,"guidance_issued=2022-02-18; guidance_vintage=FY2022 Q1 earnings release; vintage_seq=1; guides FY2022 (period_end column); the fiscal_quarter column on guidance rows is the VINTAGE quarter (which release the guidance came from), NOT a quarter of the guided period; explicit guidance range"
de_guidance_fy_net_income_low,2022-10-30,2022,Q2,7000,USDm,filing,filings/2022-05-20__de-us-20220520-q2-8k__105815.md,"guidance_issued=2022-05-20; guidance_vintage=FY2022 Q2 earnings release; vintage_seq=2; guides FY2022 (period_end column); the fiscal_quarter column on guidance rows is the VINTAGE quarter (which release the guidance came from), NOT a quarter of the guided period; explicit guidance range"
de_guidance_fy_net_income_low,2022-10-30,2022,Q3,7000,USDm,filing,filings/2022-08-19__de-us-20220819-q3-8k__105811.md,"guidance_issued=2022-08-19; guidance_vintage=FY2022 Q3 earnings release; vintage_seq=3; guides FY2022 (period_end column); the fiscal_quarter column on guidance rows is the VINTAGE quarter (which release the guidance came from), NOT a quarter of the guided period; explicit guidance range"
de_guidance_fy_net_income_low,2023-10-29,2023,Q4,8000,USDm,filing,filings/2022-11-23__de-us-20221123-q4-8k__105825.md,"guidance_issued=2022-11-23; guidance_vintage=FY2022 Q4 earnings release; vintage_seq=0; guides FY2023 (period_end column); INITIAL guidance for the year -- issued with the PRIOR fiscal year's Q4/full-year results, i.e. before FY2023 began; the fiscal_quarter column on guidance rows is the VINTAGE quarter (which release the guidance came from), NOT a quarter of the guided period; explicit guidance range"
de_guidance_fy_net_income_low,2023-10-29,2023,Q1,8750,USDm,filing,filings/2023-02-17__de-us-20230217-q1-8k__105833.md,"guidance_issued=2023-02-17; guidance_vintage=FY2023 Q1 earnings release; vintage_seq=1; guides FY2023 (period_end column); the fiscal_quarter column on guidance rows is the VINTAGE quarter (which release the guidance came from), NOT a quarter of the guided period; explicit guidance range"
de_guidance_fy_net_income_low,2023-10-29,2023,Q2,9250,USDm,filing,filings/2023-05-19__de-us-20230519-q2-8k__105839.md,"guidance_issued=2023-05-19; guidance_vintage=FY2023 Q2 earnings release; vintage_seq=2; guides FY2023 (period_end column); the fiscal_quarter column on guidance rows is the VINTAGE quarter (which release the guidance came from), NOT a quarter of the guided period; explicit guidance range"
de_guidance_fy_net_income_low,2023-10-29,2023,Q3,9750,USDm,filing,filings/2023-08-18__de-us-20230818-q3-8k__105829.md,"guidance_issued=2023-08-18; guidance_vintage=FY2023 Q3 earnings release; vintage_seq=3; guides FY2023 (period_end column); the fiscal_quarter column on guidance rows is the VINTAGE quarter (which release the guidance came from), NOT a quarter of the guided period; explicit guidance range"
de_guidance_fy_net_income_low,2024-10-27,2024,Q4,7750,USDm,filing,filings/2023-11-22__de-us-20231122-q4-8k__105823.md,"guidance_issued=2023-11-22; guidance_vintage=FY2023 Q4 earnings release; vintage_seq=0; guides FY2024 (period_end column); INITIAL guidance for the year -- issued with the PRIOR fiscal year's Q4/full-year results, i.e. before FY2024 began; the fiscal_quarter column on guidance rows is the VINTAGE quarter (which release the guidance came from), NOT a quarter of the guided period; explicit guidance range"
de_guidance_fy_net_income_low,2024-10-27,2024,Q1,7500,USDm,filing,filings/2024-02-15__de-us-20240215-q1-8k__105824.md,"guidance_issued=2024-02-15; guidance_vintage=FY2024 Q1 earnings release; vintage_seq=1; guides FY2024 (period_end column); the fiscal_quarter column on guidance rows is the VINTAGE quarter (which release the guidance came from), NOT a quarter of the guided period; explicit guidance range"
de_guidance_fy_net_income_low,2024-10-27,2024,Q2,7000,USDm,filing,filings/2024-05-16__de-us-20240516-q2-8k__105819.md,"guidance_issued=2024-05-16; guidance_vintage=FY2024 Q2 earnings release; vintage_seq=2; guides FY2024 (period_end column); the fiscal_quarter column on guidance rows is the VINTAGE quarter (which release the guidance came from), NOT a quarter of the guided period; point estimate ('about $Xbn') -- low/mid/high identical"
de_guidance_fy_net_income_low,2024-10-27,2024,Q3,7000,USDm,filing,filings/2024-08-15__de-us-20240815-q3-8k__105836.md,"guidance_issued=2024-08-15; guidance_vintage=FY2024 Q3 earnings release; vintage_seq=3; guides FY2024 (period_end column); the fiscal_quarter column on guidance rows is the VINTAGE quarter (which release the guidance came from), NOT a quarter of the guided period; point estimate ('about $Xbn') -- low/mid/high identical"
de_guidance_fy_net_income_low,2025-11-02,2025,Q4,5000,USDm,filing,filings/2024-11-21__de-us-20241121-q4-8k__105840.md,"guidance_issued=2024-11-21; guidance_vintage=FY2024 Q4 earnings release; vintage_seq=0; guides FY2025 (period_end column); INITIAL guidance for the year -- issued with the PRIOR fiscal year's Q4/full-year results, i.e. before FY2025 began; the fiscal_quarter column on guidance rows is the VINTAGE quarter (which release the guidance came from), NOT a quarter of the guided period; explicit guidance range"
de_guidance_fy_net_income_low,2025-11-02,2025,Q1,5000,USDm,filing,filings/2025-02-13__de-us-20250213-q1-8k__105841.md,"guidance_issued=2025-02-13; guidance_vintage=FY2025 Q1 earnings release; vintage_seq=1; guides FY2025 (period_end column); the fiscal_quarter column on guidance rows is the VINTAGE quarter (which release the guidance came from), NOT a quarter of the guided period; explicit guidance range"
de_guidance_fy_net_income_low,2025-11-02,2025,Q2,4750,USDm,filing,filings/2025-05-15__de-us-20250515-q2-8k__105808.md,"guidance_issued=2025-05-15; guidance_vintage=FY2025 Q2 earnings release; vintage_seq=2; guides FY2025 (period_end column); the fiscal_quarter column on guidance rows is the VINTAGE quarter (which release the guidance came from), NOT a quarter of the guided period; explicit guidance range"
de_guidance_fy_net_income_low,2025-11-02,2025,Q3,4750,USDm,filing,filings/2025-08-15__de-us-20250815-q3-8k__143410.md,"guidance_issued=2025-08-15; guidance_vintage=FY2025 Q3 earnings release; vintage_seq=3; guides FY2025 (period_end column); the fiscal_quarter column on guidance rows is the VINTAGE quarter (which release the guidance came from), NOT a quarter of the guided period; explicit guidance range"
de_guidance_fy_net_income_low,2026-11-01,2026,Q4,4000,USDm,filing,filings/2025-11-26__de-us-20251126-q4-8k__361233.md,"guidance_issued=2025-11-26; guidance_vintage=FY2025 Q4 earnings release; vintage_seq=0; guides FY2026 (period_end column); INITIAL guidance for the year -- issued with the PRIOR fiscal year's Q4/full-year results, i.e. before FY2026 began; the fiscal_quarter column on guidance rows is the VINTAGE quarter (which release the guidance came from), NOT a quarter of the guided period; explicit guidance range"
de_guidance_fy_net_income_low,2026-11-01,2026,Q1,4500,USDm,filing,filings/2026-02-19__de-us-20260219-q1-8k__603009.md,"guidance_issued=2026-02-19; guidance_vintage=FY2026 Q1 earnings release; vintage_seq=1; guides FY2026 (period_end column); the fiscal_quarter column on guidance rows is the VINTAGE quarter (which release the guidance came from), NOT a quarter of the guided period; explicit guidance range"
de_guidance_fy_net_income_low,2026-11-01,2026,Q2,4500,USDm,filing,filings/2026-05-21__de-us-20260521-q2-8k-2__1042168.md,"guidance_issued=2026-05-21; guidance_vintage=FY2026 Q2 earnings release; vintage_seq=2; guides FY2026 (period_end column); the fiscal_quarter column on guidance rows is the VINTAGE quarter (which release the guidance came from), NOT a quarter of the guided period; explicit guidance range"
de_guidance_fy_net_income_mid,2012-10-31,2012,Q2,3350,USDm,filing,call-transcripts/2012-05-16__de-us-20120516-call-pres__1534116.md,"guidance_issued=2012-05-16; guidance_vintage=FY2012 Q2 earnings release; vintage_seq=2; guides FY2012 (period_end column); the fiscal_quarter column on guidance rows is the VINTAGE quarter (which release the guidance came from), NOT a quarter of the guided period; point estimate ('about $Xbn') -- low/mid/high identical; mid = midpoint of low and high"
de_guidance_fy_net_income_mid,2012-10-31,2012,Q3,3100,USDm,filing,call-transcripts/2012-08-15__de-us-20120815-call-pres__1533564.md,"guidance_issued=2012-08-15; guidance_vintage=FY2012 Q3 earnings release; vintage_seq=3; guides FY2012 (period_end column); the fiscal_quarter column on guidance rows is the VINTAGE quarter (which release the guidance came from), NOT a quarter of the guided period; point estimate ('about $Xbn') -- low/mid/high identical; mid = midpoint of low and high"
de_guidance_fy_net_income_mid,2013-10-31,2013,Q4,3200,USDm,filing,call-transcripts/2012-11-21__de-us-20121121-call-pres__1532984.md,"guidance_issued=2012-11-21; guidance_vintage=FY2012 Q4 earnings release; vintage_seq=0; guides FY2013 (period_end column); INITIAL guidance for the year -- issued with the PRIOR fiscal year's Q4/full-year results, i.e. before FY2013 began; the fiscal_quarter column on guidance rows is the VINTAGE quarter (which release the guidance came from), NOT a quarter of the guided period; point estimate ('about $Xbn') -- low/mid/high identical; mid = midpoint of low and high"
de_guidance_fy_net_income_mid,2013-10-31,2013,Q1,3300,USDm,filing,call-transcripts/2013-02-13__de-us-20130213-call-pres__1532730.md,"guidance_issued=2013-02-13; guidance_vintage=FY2013 Q1 earnings release; vintage_seq=1; guides FY2013 (period_end column); the fiscal_quarter column on guidance rows is the VINTAGE quarter (which release the guidance came from), NOT a quarter of the guided period; point estimate ('about $Xbn') -- low/mid/high identical; mid = midpoint of low and high"
de_guidance_fy_net_income_mid,2013-10-31,2013,Q2,3300,USDm,filing,call-transcripts/2013-05-15__de-us-20130515-call-pres__1530346.md,"guidance_issued=2013-05-15; guidance_vintage=FY2013 Q2 earnings release; vintage_seq=2; guides FY2013 (period_end column); the fiscal_quarter column on guidance rows is the VINTAGE quarter (which release the guidance came from), NOT a quarter of the guided period; point estimate ('about $Xbn') -- low/mid/high identical; mid = midpoint of low and high"
de_guidance_fy_net_income_mid,2013-10-31,2013,Q3,3450,USDm,filing,call-transcripts/2013-08-14__de-us-20130814-call-pres__1529031.md,"guidance_issued=2013-08-14; guidance_vintage=FY2013 Q3 earnings release; vintage_seq=3; guides FY2013 (period_end column); the fiscal_quarter column on guidance rows is the VINTAGE quarter (which release the guidance came from), NOT a quarter of the guided period; point estimate ('about $Xbn') -- low/mid/high identical; mid = midpoint of low and high"
de_guidance_fy_net_income_mid,2014-10-31,2014,Q4,3300,USDm,filing,call-transcripts/2013-11-20__de-us-20131120-call-pres__1527987.md,"guidance_issued=2013-11-20; guidance_vintage=FY2013 Q4 earnings release; vintage_seq=0; guides FY2014 (period_end column); INITIAL guidance for the year -- issued with the PRIOR fiscal year's Q4/full-year results, i.e. before FY2014 began; the fiscal_quarter column on guidance rows is the VINTAGE quarter (which release the guidance came from), NOT a quarter of the guided period; point estimate ('about $Xbn') -- low/mid/high identical; mid = midpoint of low and high"
de_guidance_fy_net_income_mid,2014-10-31,2014,Q1,3300,USDm,filing,call-transcripts/2014-02-12__de-us-20140212-call-pres__1527290.md,"guidance_issued=2014-02-12; guidance_vintage=FY2014 Q1 earnings release; vintage_seq=1; guides FY2014 (period_end column); the fiscal_quarter column on guidance rows is the VINTAGE quarter (which release the guidance came from), NOT a quarter of the guided period; point estimate ('about $Xbn') -- low/mid/high identical; mid = midpoint of low and high"
de_guidance_fy_net_income_mid,2014-10-31,2014,Q2,3300,USDm,filing,call-transcripts/2014-05-14__de-us-20140514-call-pres__1526775.md,"guidance_issued=2014-05-14; guidance_vintage=FY2014 Q2 earnings release; vintage_seq=2; guides FY2014 (period_end column); the fiscal_quarter column on guidance rows is the VINTAGE quarter (which release the guidance came from), NOT a quarter of the guided period; point estimate ('about $Xbn') -- low/mid/high identical; mid = midpoint of low and high"
de_guidance_fy_net_income_mid,2014-10-31,2014,Q3,3100,USDm,filing,call-transcripts/2014-08-13__de-us-20140813-call-pres__1524329.md,"guidance_issued=2014-08-13; guidance_vintage=FY2014 Q3 earnings release; vintage_seq=3; guides FY2014 (period_end column); the fiscal_quarter column on guidance rows is the VINTAGE quarter (which release the guidance came from), NOT a quarter of the guided period; point estimate ('about $Xbn') -- low/mid/high identical; mid = midpoint of low and high"
de_guidance_fy_net_income_mid,2015-11-01,2015,Q4,1900,USDm,filing,call-transcripts/2014-11-26__de-us-20141126-call-pres__1523103.md,"guidance_issued=2014-11-26; guidance_vintage=FY2014 Q4 earnings release; vintage_seq=0; guides FY2015 (period_end column); INITIAL guidance for the year -- issued with the PRIOR fiscal year's Q4/full-year results, i.e. before FY2015 began; the fiscal_quarter column on guidance rows is the VINTAGE quarter (which release the guidance came from), NOT a quarter of the guided period; point estimate ('about $Xbn') -- low/mid/high identical; mid = midpoint of low and high"
de_guidance_fy_net_income_mid,2015-11-01,2015,Q1,1800,USDm,filing,filings/2015-02-20__de-us-20150220-q1-8k__784661.md,"guidance_issued=2015-02-20; guidance_vintage=FY2015 Q1 earnings release; vintage_seq=1; guides FY2015 (period_end column); the fiscal_quarter column on guidance rows is the VINTAGE quarter (which release the guidance came from), NOT a quarter of the guided period; point estimate ('about $Xbn') -- low/mid/high identical; mid = midpoint of low and high"
de_guidance_fy_net_income_mid,2015-11-01,2015,Q2,1900,USDm,filing,filings/2015-05-22__de-us-20150522-q2-8k__784603.md,"guidance_issued=2015-05-22; guidance_vintage=FY2015 Q2 earnings release; vintage_seq=2; guides FY2015 (period_end column); the fiscal_quarter column on guidance rows is the VINTAGE quarter (which release the guidance came from), NOT a quarter of the guided period; point estimate ('about $Xbn') -- low/mid/high identical; mid = midpoint of low and high"
de_guidance_fy_net_income_mid,2015-11-01,2015,Q3,1800,USDm,filing,filings/2015-08-21__de-us-20150821-q3-8k__784604.md,"guidance_issued=2015-08-21; guidance_vintage=FY2015 Q3 earnings release; vintage_seq=3; guides FY2015 (period_end column); the fiscal_quarter column on guidance rows is the VINTAGE quarter (which release the guidance came from), NOT a quarter of the guided period; point estimate ('about $Xbn') -- low/mid/high identical; mid = midpoint of low and high"
de_guidance_fy_net_income_mid,2016-10-30,2016,Q4,1400,USDm,filing,filings/2015-11-25__de-us-20151125-q4-8k__784605.md,"guidance_issued=2015-11-25; guidance_vintage=FY2015 Q4 earnings release; vintage_seq=0; guides FY2016 (period_end column); INITIAL guidance for the year -- issued with the PRIOR fiscal year's Q4/full-year results, i.e. before FY2016 began; the fiscal_quarter column on guidance rows is the VINTAGE quarter (which release the guidance came from), NOT a quarter of the guided period; point estimate ('about $Xbn') -- low/mid/high identical; mid = midpoint of low and high"
de_guidance_fy_net_income_mid,2016-10-30,2016,Q1,1300,USDm,filing,filings/2016-02-19__de-us-20160219-q1-8k__784606.md,"guidance_issued=2016-02-19; guidance_vintage=FY2016 Q1 earnings release; vintage_seq=1; guides FY2016 (period_end column); the fiscal_quarter column on guidance rows is the VINTAGE quarter (which release the guidance came from), NOT a quarter of the guided period; point estimate ('about $Xbn') -- low/mid/high identical; mid = midpoint of low and high"
de_guidance_fy_net_income_mid,2016-10-30,2016,Q2,1200,USDm,filing,filings/2016-05-20__de-us-20160520-q2-8k__784653.md,"guidance_issued=2016-05-20; guidance_vintage=FY2016 Q2 earnings release; vintage_seq=2; guides FY2016 (period_end column); the fiscal_quarter column on guidance rows is the VINTAGE quarter (which release the guidance came from), NOT a quarter of the guided period; point estimate ('about $Xbn') -- low/mid/high identical; mid = midpoint of low and high"
de_guidance_fy_net_income_mid,2016-10-30,2016,Q3,1350,USDm,filing,filings/2016-08-19__de-us-20160819-q3-8k__784652.md,"guidance_issued=2016-08-19; guidance_vintage=FY2016 Q3 earnings release; vintage_seq=3; guides FY2016 (period_end column); the fiscal_quarter column on guidance rows is the VINTAGE quarter (which release the guidance came from), NOT a quarter of the guided period; point estimate ('about $Xbn') -- low/mid/high identical; mid = midpoint of low and high"
de_guidance_fy_net_income_mid,2017-10-29,2017,Q4,1400,USDm,filing,filings/2016-11-23__de-us-20161123-q4-8k__784650.md,"guidance_issued=2016-11-23; guidance_vintage=FY2016 Q4 earnings release; vintage_seq=0; guides FY2017 (period_end column); INITIAL guidance for the year -- issued with the PRIOR fiscal year's Q4/full-year results, i.e. before FY2017 began; the fiscal_quarter column on guidance rows is the VINTAGE quarter (which release the guidance came from), NOT a quarter of the guided period; point estimate ('about $Xbn') -- low/mid/high identical; mid = midpoint of low and high"
de_guidance_fy_net_income_mid,2017-10-29,2017,Q1,1500,USDm,filing,filings/2017-02-17__de-us-20170217-q1-8k__784623.md,"guidance_issued=2017-02-17; guidance_vintage=FY2017 Q1 earnings release; vintage_seq=1; guides FY2017 (period_end column); the fiscal_quarter column on guidance rows is the VINTAGE quarter (which release the guidance came from), NOT a quarter of the guided period; point estimate ('about $Xbn') -- low/mid/high identical; mid = midpoint of low and high"
de_guidance_fy_net_income_mid,2017-10-29,2017,Q2,2000,USDm,filing,filings/2017-05-19__de-us-20170519-q2-8k__784651.md,"guidance_issued=2017-05-19; guidance_vintage=FY2017 Q2 earnings release; vintage_seq=2; guides FY2017 (period_end column); the fiscal_quarter column on guidance rows is the VINTAGE quarter (which release the guidance came from), NOT a quarter of the guided period; point estimate ('about $Xbn') -- low/mid/high identical; mid = midpoint of low and high"
de_guidance_fy_net_income_mid,2017-10-29,2017,Q3,2075,USDm,filing,filings/2017-08-18__de-us-20170818-q3-8k__784624.md,"guidance_issued=2017-08-18; guidance_vintage=FY2017 Q3 earnings release; vintage_seq=3; guides FY2017 (period_end column); the fiscal_quarter column on guidance rows is the VINTAGE quarter (which release the guidance came from), NOT a quarter of the guided period; point estimate ('about $Xbn') -- low/mid/high identical; mid = midpoint of low and high"
de_guidance_fy_net_income_mid,2018-10-28,2018,Q4,2600,USDm,filing,filings/2017-11-22__de-us-20171122-fy-8k__784662.md,"guidance_issued=2017-11-22; guidance_vintage=FY2017 Q4 earnings release; vintage_seq=0; guides FY2018 (period_end column); INITIAL guidance for the year -- issued with the PRIOR fiscal year's Q4/full-year results, i.e. before FY2018 began; the fiscal_quarter column on guidance rows is the VINTAGE quarter (which release the guidance came from), NOT a quarter of the guided period; point estimate ('about $Xbn') -- low/mid/high identical; mid = midpoint of low and high"
de_guidance_fy_net_income_mid,2018-10-28,2018,Q1,2100,USDm,filing,filings/2018-02-16__de-us-20180216-q1-8k__784666.md,"guidance_issued=2018-02-16; guidance_vintage=FY2018 Q1 earnings release; vintage_seq=1; guides FY2018 (period_end column); the fiscal_quarter column on guidance rows is the VINTAGE quarter (which release the guidance came from), NOT a quarter of the guided period; point estimate ('about $Xbn') -- low/mid/high identical; mid = midpoint of low and high"
