series_id,period_end,fiscal_year,fiscal_quarter,segment,geography,product_line,value,units,basis,source,notes
de_currency_effect_pct_sat,2025-07-27,2025,q3,SAT,,,1,pct_points_of_yoy_net_sales_change,segment-net-sales,2025-08-14__de-us-20250814-q3-10q__155834.md:2250,disclosed MD&A 'Currency translation impact on Net sales'; rounded to whole pct points by Deere
de_currency_effect_pct_sat,2026-02-01,2026,q1,SAT,,,2,pct_points_of_yoy_net_sales_change,segment-net-sales,2026-02-19__de-us-20260219-q1-10q__648937.md:2311,disclosed MD&A 'Currency translation impact on Net sales'; rounded to whole pct points by Deere
de_currency_effect_pct_sat,2026-05-03,2026,q2,SAT,,,2,pct_points_of_yoy_net_sales_change,segment-net-sales,2026-05-21__de-us-20260521-q2-10q__1055929.md:2315,disclosed MD&A 'Currency translation impact on Net sales'; rounded to whole pct points by Deere
de_currency_effect_pct_sat,2026-08-02,2026,q3,SAT,,,0.21,pct_points_of_yoy_net_sales_change,segment-net-sales,FRED DEX* daily averages over 2026-05-04..2026-08-02 vs 2025-04-28..2025-07-27; weights from rev-rec matrix 2025-07-27,source_type=inference; ESTIMATE for an unreported quarter (Deere reports 2026-08-20); naive weighted move 0.23pp x calibration factor 0.93
de_currency_effect_pct_sat,2026-11-01,2026,q4,SAT,,,-0.21,pct_points_of_yoy_net_sales_change,segment-net-sales,de_fx_q4_freeze.py: FRED spot 2026-08-03..07 held flat to 2026-11-01 vs the 2025-07-28..2025-11-02 average,"source_type=inference; SCENARIO, not a forecast: assumes rates stop moving"
de_currency_effect_pct_sat_hi,2026-08-02,2026,q3,SAT,,,0.85,pct_points_of_yoy_net_sales_change,segment-net-sales,point estimate plus 1 calibration RMSE,source_type=inference; high end of the 1-sigma band
de_currency_effect_pct_sat_lo,2026-08-02,2026,q3,SAT,,,-0.43,pct_points_of_yoy_net_sales_change,segment-net-sales,point estimate minus 1 calibration RMSE,source_type=inference; low end of the 1-sigma band
de_currency_effect_pct_total,2026-08-02,2026,q3,,Worldwide,,0.83,pct_points_of_yoy_net_sales_change,rev-rec,FRED DEX* daily averages over 2026-05-04..2026-08-02 vs 2025-04-28..2025-07-27; weights from rev-rec matrix 2025-07-27,source_type=inference; ESTIMATE for an unreported quarter (Deere reports 2026-08-20); naive weighted move 0.89pp x calibration factor 0.93
de_currency_effect_pct_total,2026-11-01,2026,q4,,Worldwide,,+0.25,pct_points_of_yoy_net_sales_change,rev-rec,de_fx_q4_freeze.py: FRED spot 2026-08-03..07 held flat to 2026-11-01 vs the 2025-07-28..2025-11-02 average,"source_type=inference; SCENARIO, not a forecast: assumes rates stop moving"
de_currency_effect_pct_total_hi,2026-08-02,2026,q3,,Worldwide,,1.47,pct_points_of_yoy_net_sales_change,rev-rec,point estimate plus 1 calibration RMSE,source_type=inference; high end of the 1-sigma band
de_currency_effect_pct_total_lo,2026-08-02,2026,q3,,Worldwide,,0.19,pct_points_of_yoy_net_sales_change,rev-rec,point estimate minus 1 calibration RMSE,source_type=inference; low end of the 1-sigma band
de_currency_effect_pct_us_canada,2019-01-27,2019,q1,,United States and Canada,,-1,pct_points_of_yoy_net_sales_change,segment-net-sales,2019-02-15__de-us-20190215-q1-10q__469204.md:2319,disclosed MD&A 'Currency translation (unfavorable)'; rounded to whole pct points by Deere
de_currency_effect_pct_us_canada,2021-05-02,2021,q2,,United States and Canada,,1,pct_points_of_yoy_net_sales_change,segment-net-sales,2021-05-21__de-us-20210521-q2-10q__105821.md:2353,disclosed MD&A 'Currency translation'; rounded to whole pct points by Deere
de_currency_effect_pct_us_canada,2021-08-01,2021,q3,,United States and Canada,,1,pct_points_of_yoy_net_sales_change,segment-net-sales,2021-08-20__de-us-20210820-q3-10q__105837.md:2247,disclosed MD&A 'Currency translation'; rounded to whole pct points by Deere
de_currency_effect_pct_ww_equip_ops,2019-01-27,2019,q1,,Worldwide,,-3,pct_points_of_yoy_net_sales_change,segment-net-sales,2019-02-15__de-us-20190215-q1-10q__469204.md:2316,disclosed MD&A 'Currency translation (unfavorable)'; rounded to whole pct points by Deere
de_currency_effect_pct_ww_equip_ops,2019-04-28,2019,q2,,Worldwide,,-4,pct_points_of_yoy_net_sales_change,segment-net-sales,2019-05-17__de-us-20190517-q2-10q__469675.md:2739,disclosed MD&A 'Currency translation (unfavorable)'; rounded to whole pct points by Deere
de_currency_effect_pct_ww_equip_ops,2019-07-28,2019,q3,,Worldwide,,-2,pct_points_of_yoy_net_sales_change,segment-net-sales,2019-08-16__de-us-20190816-q3-10q__469206.md:2600,disclosed MD&A 'Currency translation (unfavorable)'; rounded to whole pct points by Deere
de_currency_effect_pct_ww_equip_ops,2020-02-02,2020,q1,,Worldwide,,-1,pct_points_of_yoy_net_sales_change,segment-net-sales,2020-02-21__de-us-20200221-q1-10q__468373.md:2612,disclosed MD&A 'Currency translation (unfavorable)'; rounded to whole pct points by Deere
de_currency_effect_pct_ww_equip_ops,2020-05-03,2020,q2,,Worldwide,,-2,pct_points_of_yoy_net_sales_change,segment-net-sales,2020-05-21__de-us-20200521-q2-10q__469470.md:3339,disclosed MD&A 'Currency translation (unfavorable)'; rounded to whole pct points by Deere
de_currency_effect_pct_ww_equip_ops,2020-08-02,2020,q3,,Worldwide,,-3,pct_points_of_yoy_net_sales_change,segment-net-sales,2020-08-20__de-us-20200820-q3-10q__105822.md:3057,disclosed MD&A 'Currency translation (unfavorable)'; rounded to whole pct points by Deere
de_currency_effect_pct_ww_equip_ops,2021-01-31,2021,q1,,Worldwide,,1,pct_points_of_yoy_net_sales_change,segment-net-sales,2021-02-19__de-us-20210219-q1-10q__105814.md:2018,disclosed MD&A 'Currency translation'; rounded to whole pct points by Deere
de_currency_effect_pct_ww_equip_ops,2021-05-02,2021,q2,,Worldwide,,3,pct_points_of_yoy_net_sales_change,segment-net-sales,2021-05-21__de-us-20210521-q2-10q__105821.md:2349,disclosed MD&A 'Currency translation'; rounded to whole pct points by Deere
de_currency_effect_pct_ww_equip_ops,2021-08-01,2021,q3,,Worldwide,,4,pct_points_of_yoy_net_sales_change,segment-net-sales,2021-08-20__de-us-20210820-q3-10q__105837.md:2243,disclosed MD&A 'Currency translation'; rounded to whole pct points by Deere
de_currency_effect_pct_ww_equip_ops,2022-01-30,2022,q1,,Worldwide,,-2,pct_points_of_yoy_net_sales_change,segment-net-sales,2022-02-18__de-us-20220218-q1-10q__105834.md:2160,disclosed MD&A 'Currency translation'; rounded to whole pct points by Deere
de_currency_effect_usdm_cf,2022-05-01,2022,q2,CF,,,-62,USDm,segment-net-sales,derived: disclosed -2 pp x prior-year quarter net sales 3079,"source_type=inference; Deere discloses the effect only in whole percentage points, so this carries +/-0.5pp of rounding (about +/-15 USDm)"
de_currency_effect_usdm_cf,2022-07-31,2022,q3,CF,,,-121,USDm,segment-net-sales,derived: disclosed -4 pp x prior-year quarter net sales 3016,"source_type=inference; Deere discloses the effect only in whole percentage points, so this carries +/-0.5pp of rounding (about +/-15 USDm)"
de_currency_effect_usdm_cf,2023-01-29,2023,q1,CF,,,-76,USDm,segment-net-sales,derived: disclosed -3 pp x prior-year quarter net sales 2544,"source_type=inference; Deere discloses the effect only in whole percentage points, so this carries +/-0.5pp of rounding (about +/-13 USDm)"
de_currency_effect_usdm_cf,2023-04-30,2023,q2,CF,,,-33,USDm,segment-net-sales,derived: disclosed -1 pp x prior-year quarter net sales 3347,"source_type=inference; Deere discloses the effect only in whole percentage points, so this carries +/-0.5pp of rounding (about +/-17 USDm)"
de_currency_effect_usdm_cf,2024-01-28,2024,q1,CF,,,32,USDm,segment-net-sales,derived: disclosed +1 pp x prior-year quarter net sales 3203,"source_type=inference; Deere discloses the effect only in whole percentage points, so this carries +/-0.5pp of rounding (about +/-16 USDm)"
de_currency_effect_usdm_cf,2024-07-28,2024,q3,CF,,,-37,USDm,segment-net-sales,derived: disclosed -1 pp x prior-year quarter net sales 3739,"source_type=inference; Deere discloses the effect only in whole percentage points, so this carries +/-0.5pp of rounding (about +/-19 USDm)"
de_currency_effect_usdm_cf,2025-01-26,2025,q1,CF,,,-32,USDm,segment-net-sales,derived: disclosed -1 pp x prior-year quarter net sales 3212,"source_type=inference; Deere discloses the effect only in whole percentage points, so this carries +/-0.5pp of rounding (about +/-16 USDm)"
de_currency_effect_usdm_cf,2025-07-27,2025,q3,CF,,,32,USDm,segment-net-sales,derived: disclosed +1 pp x prior-year quarter net sales 3235,"source_type=inference; Deere discloses the effect only in whole percentage points, so this carries +/-0.5pp of rounding (about +/-16 USDm)"
de_currency_effect_usdm_cf,2026-02-01,2026,q1,CF,,,80,USDm,segment-net-sales,derived: disclosed +4 pp x prior-year quarter net sales 1994,"source_type=inference; Deere discloses the effect only in whole percentage points, so this carries +/-0.5pp of rounding (about +/-10 USDm)"
de_currency_effect_usdm_cf,2026-05-03,2026,q2,CF,,,88,USDm,segment-net-sales,derived: disclosed +3 pp x prior-year quarter net sales 2947,"source_type=inference; Deere discloses the effect only in whole percentage points, so this carries +/-0.5pp of rounding (about +/-15 USDm)"
de_currency_effect_usdm_cf,2026-08-02,2026,q3,CF,,,15,USDm,segment-net-sales,derived: estimated pp x prior-year Q3 FY2025 net sales 3059,source_type=inference; ESTIMATE for an unreported quarter; 1-sigma band +/-20 USDm from the 0.64pp calibration RMSE
de_currency_effect_usdm_ppa,2022-07-31,2022,q3,PPA,,,-170,USDm,segment-net-sales,derived: disclosed -4 pp x prior-year quarter net sales 4250,"source_type=inference; Deere discloses the effect only in whole percentage points, so this carries +/-0.5pp of rounding (about +/-21 USDm)"
de_currency_effect_usdm_ppa,2023-01-29,2023,q1,PPA,,,-34,USDm,segment-net-sales,derived: disclosed -1 pp x prior-year quarter net sales 3356,"source_type=inference; Deere discloses the effect only in whole percentage points, so this carries +/-0.5pp of rounding (about +/-17 USDm)"
de_currency_effect_usdm_ppa,2023-04-30,2023,q2,PPA,,,-154,USDm,segment-net-sales,derived: disclosed -3 pp x prior-year quarter net sales 5117,"source_type=inference; Deere discloses the effect only in whole percentage points, so this carries +/-0.5pp of rounding (about +/-26 USDm)"
de_currency_effect_usdm_ppa,2023-07-30,2023,q3,PPA,,,61,USDm,segment-net-sales,derived: disclosed +1 pp x prior-year quarter net sales 6096,"source_type=inference; Deere discloses the effect only in whole percentage points, so this carries +/-0.5pp of rounding (about +/-30 USDm)"
de_currency_effect_usdm_ppa,2024-01-28,2024,q1,PPA,,,52,USDm,segment-net-sales,derived: disclosed +1 pp x prior-year quarter net sales 5198,"source_type=inference; Deere discloses the effect only in whole percentage points, so this carries +/-0.5pp of rounding (about +/-26 USDm)"
de_currency_effect_usdm_ppa,2024-07-28,2024,q3,PPA,,,-68,USDm,segment-net-sales,derived: disclosed -1 pp x prior-year quarter net sales 6806,"source_type=inference; Deere discloses the effect only in whole percentage points, so this carries +/-0.5pp of rounding (about +/-34 USDm)"
de_currency_effect_usdm_ppa,2025-01-26,2025,q1,PPA,,,-145,USDm,segment-net-sales,derived: disclosed -3 pp x prior-year quarter net sales 4849,"source_type=inference; Deere discloses the effect only in whole percentage points, so this carries +/-0.5pp of rounding (about +/-24 USDm)"
de_currency_effect_usdm_ppa,2025-04-27,2025,q2,PPA,,,-132,USDm,segment-net-sales,derived: disclosed -2 pp x prior-year quarter net sales 6581,"source_type=inference; Deere discloses the effect only in whole percentage points, so this carries +/-0.5pp of rounding (about +/-33 USDm)"
de_currency_effect_usdm_ppa,2026-02-01,2026,q1,PPA,,,123,USDm,segment-net-sales,derived: disclosed +4 pp x prior-year quarter net sales 3067,"source_type=inference; Deere discloses the effect only in whole percentage points, so this carries +/-0.5pp of rounding (about +/-15 USDm)"
de_currency_effect_usdm_ppa,2026-05-03,2026,q2,PPA,,,157,USDm,segment-net-sales,derived: disclosed +3 pp x prior-year quarter net sales 5230,"source_type=inference; Deere discloses the effect only in whole percentage points, so this carries +/-0.5pp of rounding (about +/-26 USDm)"
de_currency_effect_usdm_ppa,2026-08-02,2026,q3,PPA,,,76,USDm,segment-net-sales,derived: estimated pp x prior-year Q3 FY2025 net sales 4273,source_type=inference; ESTIMATE for an unreported quarter; 1-sigma band +/-27 USDm from the 0.64pp calibration RMSE
de_currency_effect_usdm_sat,2022-05-01,2022,q2,SAT,,,-68,USDm,segment-net-sales,derived: disclosed -2 pp x prior-year quarter net sales 3390,"source_type=inference; Deere discloses the effect only in whole percentage points, so this carries +/-0.5pp of rounding (about +/-17 USDm)"
de_currency_effect_usdm_sat,2022-07-31,2022,q3,SAT,,,-157,USDm,segment-net-sales,derived: disclosed -5 pp x prior-year quarter net sales 3147,"source_type=inference; Deere discloses the effect only in whole percentage points, so this carries +/-0.5pp of rounding (about +/-16 USDm)"
de_currency_effect_usdm_sat,2023-01-29,2023,q1,SAT,,,-105,USDm,segment-net-sales,derived: disclosed -4 pp x prior-year quarter net sales 2631,"source_type=inference; Deere discloses the effect only in whole percentage points, so this carries +/-0.5pp of rounding (about +/-13 USDm)"
de_currency_effect_usdm_sat,2023-04-30,2023,q2,SAT,,,-71,USDm,segment-net-sales,derived: disclosed -2 pp x prior-year quarter net sales 3570,"source_type=inference; Deere discloses the effect only in whole percentage points, so this carries +/-0.5pp of rounding (about +/-18 USDm)"
de_currency_effect_usdm_sat,2024-01-28,2024,q1,SAT,,,30,USDm,segment-net-sales,derived: disclosed +1 pp x prior-year quarter net sales 3001,"source_type=inference; Deere discloses the effect only in whole percentage points, so this carries +/-0.5pp of rounding (about +/-15 USDm)"
de_currency_effect_usdm_sat,2025-01-26,2025,q1,SAT,,,-24,USDm,segment-net-sales,derived: disclosed -1 pp x prior-year quarter net sales 2425,"source_type=inference; Deere discloses the effect only in whole percentage points, so this carries +/-0.5pp of rounding (about +/-12 USDm)"
de_currency_effect_usdm_sat,2025-07-27,2025,q3,SAT,,,31,USDm,segment-net-sales,derived: disclosed +1 pp x prior-year quarter net sales 3053,"source_type=inference; Deere discloses the effect only in whole percentage points, so this carries +/-0.5pp of rounding (about +/-15 USDm)"
de_currency_effect_usdm_sat,2026-02-01,2026,q1,SAT,,,35,USDm,segment-net-sales,derived: disclosed +2 pp x prior-year quarter net sales 1748,"source_type=inference; Deere discloses the effect only in whole percentage points, so this carries +/-0.5pp of rounding (about +/-9 USDm)"
de_currency_effect_usdm_sat,2026-05-03,2026,q2,SAT,,,60,USDm,segment-net-sales,derived: disclosed +2 pp x prior-year quarter net sales 2994,"source_type=inference; Deere discloses the effect only in whole percentage points, so this carries +/-0.5pp of rounding (about +/-15 USDm)"
de_currency_effect_usdm_sat,2026-08-02,2026,q3,SAT,,,6,USDm,segment-net-sales,derived: estimated pp x prior-year Q3 FY2025 net sales 3025,source_type=inference; ESTIMATE for an unreported quarter; 1-sigma band +/-19 USDm from the 0.64pp calibration RMSE
de_currency_effect_usdm_total,2026-08-02,2026,q3,,Worldwide,,99,USDm,rev-rec,derived: estimated pp x prior-year Q3 FY2025 net sales 12018,source_type=inference; ESTIMATE for an unreported quarter; 1-sigma band +/-77 USDm from the 0.64pp calibration RMSE
de_fx_exposure_share_aud,2025-07-27,2025,q3,,,,0.0182,share_of_worldwide_net_sales_and_revenues,rev-rec,rev-rec matrix 2025-07-27 x region-currency basket assumption,"source_type=inference; basket assumption, not a Deere disclosure"
de_fx_exposure_share_brl,2025-07-27,2025,q3,,,,0.0874,share_of_worldwide_net_sales_and_revenues,rev-rec,rev-rec matrix 2025-07-27 x region-currency basket assumption,"source_type=inference; basket assumption, not a Deere disclosure"
de_fx_exposure_share_cad,2025-07-27,2025,q3,,,,0.0745,share_of_worldwide_net_sales_and_revenues,rev-rec,rev-rec matrix 2025-07-27 x region-currency basket assumption,"source_type=inference; basket assumption, not a Deere disclosure"
de_fx_exposure_share_cf,2025-07-27,2025,q3,CF,"Asia, Africa, Oceania, and Middle East",,0.1001,share_of_segment_revenue,rev-rec,2025-08-14__de-us-20250814-q3-10q__155834.md note 3,prior-year base-quarter revenue weight used for the translation calculation
de_fx_exposure_share_cf,2025-07-27,2025,q3,CF,Canada,,0.0710,share_of_segment_revenue,rev-rec,2025-08-14__de-us-20250814-q3-10q__155834.md note 3,prior-year base-quarter revenue weight used for the translation calculation
de_fx_exposure_share_cf,2025-07-27,2025,q3,CF,Central Europe and CIS,,0.0329,share_of_segment_revenue,rev-rec,2025-08-14__de-us-20250814-q3-10q__155834.md note 3,prior-year base-quarter revenue weight used for the translation calculation
de_fx_exposure_share_cf,2025-07-27,2025,q3,CF,Latin America,,0.0806,share_of_segment_revenue,rev-rec,2025-08-14__de-us-20250814-q3-10q__155834.md note 3,prior-year base-quarter revenue weight used for the translation calculation
de_fx_exposure_share_cf,2025-07-27,2025,q3,CF,United States,,0.5395,share_of_segment_revenue,rev-rec,2025-08-14__de-us-20250814-q3-10q__155834.md note 3,prior-year base-quarter revenue weight used for the translation calculation
de_fx_exposure_share_cf,2025-07-27,2025,q3,CF,Western Europe,,0.1759,share_of_segment_revenue,rev-rec,2025-08-14__de-us-20250814-q3-10q__155834.md note 3,prior-year base-quarter revenue weight used for the translation calculation
de_fx_exposure_share_chf,2025-07-27,2025,q3,,,,0.0051,share_of_worldwide_net_sales_and_revenues,rev-rec,rev-rec matrix 2025-07-27 x region-currency basket assumption,"source_type=inference; basket assumption, not a Deere disclosure"
de_fx_exposure_share_cny,2025-07-27,2025,q3,,,,0.0109,share_of_worldwide_net_sales_and_revenues,rev-rec,rev-rec matrix 2025-07-27 x region-currency basket assumption,"source_type=inference; basket assumption, not a Deere disclosure"
de_fx_exposure_share_eur,2025-07-27,2025,q3,,,,0.1797,share_of_worldwide_net_sales_and_revenues,rev-rec,rev-rec matrix 2025-07-27 x region-currency basket assumption,"source_type=inference; basket assumption, not a Deere disclosure"
de_fx_exposure_share_gbp,2025-07-27,2025,q3,,,,0.0203,share_of_worldwide_net_sales_and_revenues,rev-rec,rev-rec matrix 2025-07-27 x region-currency basket assumption,"source_type=inference; basket assumption, not a Deere disclosure"
de_fx_exposure_share_inr,2025-07-27,2025,q3,,,,0.0290,share_of_worldwide_net_sales_and_revenues,rev-rec,rev-rec matrix 2025-07-27 x region-currency basket assumption,"source_type=inference; basket assumption, not a Deere disclosure"
de_fx_exposure_share_jpy,2025-07-27,2025,q3,,,,0.0045,share_of_worldwide_net_sales_and_revenues,rev-rec,rev-rec matrix 2025-07-27 x region-currency basket assumption,"source_type=inference; basket assumption, not a Deere disclosure"
de_fx_exposure_share_krw,2025-07-27,2025,q3,,,,0.0036,share_of_worldwide_net_sales_and_revenues,rev-rec,rev-rec matrix 2025-07-27 x region-currency basket assumption,"source_type=inference; basket assumption, not a Deere disclosure"
de_fx_exposure_share_mxn,2025-07-27,2025,q3,,,,0.0158,share_of_worldwide_net_sales_and_revenues,rev-rec,rev-rec matrix 2025-07-27 x region-currency basket assumption,"source_type=inference; basket assumption, not a Deere disclosure"
de_fx_exposure_share_ppa,2025-07-27,2025,q3,PPA,"Asia, Africa, Oceania, and Middle East",,0.0757,share_of_segment_revenue,rev-rec,2025-08-14__de-us-20250814-q3-10q__155834.md note 3,prior-year base-quarter revenue weight used for the translation calculation
de_fx_exposure_share_ppa,2025-07-27,2025,q3,PPA,Canada,,0.0764,share_of_segment_revenue,rev-rec,2025-08-14__de-us-20250814-q3-10q__155834.md note 3,prior-year base-quarter revenue weight used for the translation calculation
de_fx_exposure_share_ppa,2025-07-27,2025,q3,PPA,Central Europe and CIS,,0.0687,share_of_segment_revenue,rev-rec,2025-08-14__de-us-20250814-q3-10q__155834.md note 3,prior-year base-quarter revenue weight used for the translation calculation
de_fx_exposure_share_ppa,2025-07-27,2025,q3,PPA,Latin America,,0.2406,share_of_segment_revenue,rev-rec,2025-08-14__de-us-20250814-q3-10q__155834.md note 3,prior-year base-quarter revenue weight used for the translation calculation
de_fx_exposure_share_ppa,2025-07-27,2025,q3,PPA,United States,,0.3841,share_of_segment_revenue,rev-rec,2025-08-14__de-us-20250814-q3-10q__155834.md note 3,prior-year base-quarter revenue weight used for the translation calculation
de_fx_exposure_share_ppa,2025-07-27,2025,q3,PPA,Western Europe,,0.1544,share_of_segment_revenue,rev-rec,2025-08-14__de-us-20250814-q3-10q__155834.md note 3,prior-year base-quarter revenue weight used for the translation calculation
de_fx_exposure_share_sat,2025-07-27,2025,q3,SAT,"Asia, Africa, Oceania, and Middle East",,0.1272,share_of_segment_revenue,rev-rec,2025-08-14__de-us-20250814-q3-10q__155834.md note 3,prior-year base-quarter revenue weight used for the translation calculation
de_fx_exposure_share_sat,2025-07-27,2025,q3,SAT,Canada,,0.0479,share_of_segment_revenue,rev-rec,2025-08-14__de-us-20250814-q3-10q__155834.md note 3,prior-year base-quarter revenue weight used for the translation calculation
de_fx_exposure_share_sat,2025-07-27,2025,q3,SAT,Central Europe and CIS,,0.0421,share_of_segment_revenue,rev-rec,2025-08-14__de-us-20250814-q3-10q__155834.md note 3,prior-year base-quarter revenue weight used for the translation calculation
de_fx_exposure_share_sat,2025-07-27,2025,q3,SAT,Latin America,,0.0401,share_of_segment_revenue,rev-rec,2025-08-14__de-us-20250814-q3-10q__155834.md note 3,prior-year base-quarter revenue weight used for the translation calculation
de_fx_exposure_share_sat,2025-07-27,2025,q3,SAT,United States,,0.4976,share_of_segment_revenue,rev-rec,2025-08-14__de-us-20250814-q3-10q__155834.md note 3,prior-year base-quarter revenue weight used for the translation calculation
de_fx_exposure_share_sat,2025-07-27,2025,q3,SAT,Western Europe,,0.2451,share_of_segment_revenue,rev-rec,2025-08-14__de-us-20250814-q3-10q__155834.md note 3,prior-year base-quarter revenue weight used for the translation calculation
de_fx_exposure_share_sek,2025-07-27,2025,q3,,,,0.0084,share_of_worldwide_net_sales_and_revenues,rev-rec,rev-rec matrix 2025-07-27 x region-currency basket assumption,"source_type=inference; basket assumption, not a Deere disclosure"
de_fx_exposure_share_usd,2025-07-27,2025,q3,,,,0.5372,share_of_worldwide_net_sales_and_revenues,rev-rec,rev-rec matrix 2025-07-27 x region-currency basket assumption,"source_type=inference; basket assumption, not a Deere disclosure"
de_fx_exposure_share_zar,2025-07-27,2025,q3,,,,0.0054,share_of_worldwide_net_sales_and_revenues,rev-rec,rev-rec matrix 2025-07-27 x region-currency basket assumption,"source_type=inference; basket assumption, not a Deere disclosure"
de_fx_rate_yoy_pct_aud,2026-02-01,2026,q1,,,,4.197,pct_change_usd_per_fx_vs_year_ago_quarter,,"FRED DEXUSAL daily, averaged over the Deere fiscal-quarter window",positive = foreign currency stronger vs USD = translation tailwind to Deere revenue
de_fx_rate_yoy_pct_aud,2026-05-03,2026,q2,,,,12.257,pct_change_usd_per_fx_vs_year_ago_quarter,,"FRED DEXUSAL daily, averaged over the Deere fiscal-quarter window",positive = foreign currency stronger vs USD = translation tailwind to Deere revenue
de_fx_rate_yoy_pct_aud,2026-08-02,2026,q3,,,,8.709,pct_change_usd_per_fx_vs_year_ago_quarter,,"FRED DEXUSAL daily, averaged over the Deere fiscal-quarter window",positive = foreign currency stronger vs USD = translation tailwind to Deere revenue
de_fx_rate_yoy_pct_brl,2026-02-01,2026,q1,,,,10.877,pct_change_usd_per_fx_vs_year_ago_quarter,,"FRED DEXBZUS daily, averaged over the Deere fiscal-quarter window",positive = foreign currency stronger vs USD = translation tailwind to Deere revenue
de_fx_rate_yoy_pct_brl,2026-05-03,2026,q2,,,,12.376,pct_change_usd_per_fx_vs_year_ago_quarter,,"FRED DEXBZUS daily, averaged over the Deere fiscal-quarter window",positive = foreign currency stronger vs USD = translation tailwind to Deere revenue
de_fx_rate_yoy_pct_brl,2026-08-02,2026,q3,,,,10.034,pct_change_usd_per_fx_vs_year_ago_quarter,,"FRED DEXBZUS daily, averaged over the Deere fiscal-quarter window",positive = foreign currency stronger vs USD = translation tailwind to Deere revenue
de_fx_rate_yoy_pct_cad,2026-02-01,2026,q1,,,,2.217,pct_change_usd_per_fx_vs_year_ago_quarter,,"FRED DEXCAUS daily, averaged over the Deere fiscal-quarter window",positive = foreign currency stronger vs USD = translation tailwind to Deere revenue
de_fx_rate_yoy_pct_cad,2026-05-03,2026,q2,,,,3.859,pct_change_usd_per_fx_vs_year_ago_quarter,,"FRED DEXCAUS daily, averaged over the Deere fiscal-quarter window",positive = foreign currency stronger vs USD = translation tailwind to Deere revenue
de_fx_rate_yoy_pct_cad,2026-08-02,2026,q3,,,,-1.564,pct_change_usd_per_fx_vs_year_ago_quarter,,"FRED DEXCAUS daily, averaged over the Deere fiscal-quarter window",positive = foreign currency stronger vs USD = translation tailwind to Deere revenue
de_fx_rate_yoy_pct_chf,2026-02-01,2026,q1,,,,11.934,pct_change_usd_per_fx_vs_year_ago_quarter,,"FRED DEXSZUS daily, averaged over the Deere fiscal-quarter window",positive = foreign currency stronger vs USD = translation tailwind to Deere revenue
de_fx_rate_yoy_pct_chf,2026-05-03,2026,q2,,,,11.860,pct_change_usd_per_fx_vs_year_ago_quarter,,"FRED DEXSZUS daily, averaged over the Deere fiscal-quarter window",positive = foreign currency stronger vs USD = translation tailwind to Deere revenue
de_fx_rate_yoy_pct_chf,2026-08-02,2026,q3,,,,2.023,pct_change_usd_per_fx_vs_year_ago_quarter,,"FRED DEXSZUS daily, averaged over the Deere fiscal-quarter window",positive = foreign currency stronger vs USD = translation tailwind to Deere revenue
de_fx_rate_yoy_pct_cny,2026-02-01,2026,q1,,,,3.087,pct_change_usd_per_fx_vs_year_ago_quarter,,"FRED DEXCHUS daily, averaged over the Deere fiscal-quarter window",positive = foreign currency stronger vs USD = translation tailwind to Deere revenue
de_fx_rate_yoy_pct_cny,2026-05-03,2026,q2,,,,5.740,pct_change_usd_per_fx_vs_year_ago_quarter,,"FRED DEXCHUS daily, averaged over the Deere fiscal-quarter window",positive = foreign currency stronger vs USD = translation tailwind to Deere revenue
de_fx_rate_yoy_pct_cny,2026-08-02,2026,q3,,,,6.074,pct_change_usd_per_fx_vs_year_ago_quarter,,"FRED DEXCHUS daily, averaged over the Deere fiscal-quarter window",positive = foreign currency stronger vs USD = translation tailwind to Deere revenue
de_fx_rate_yoy_pct_eur,2026-02-01,2026,q1,,,,11.133,pct_change_usd_per_fx_vs_year_ago_quarter,,"FRED DEXUSEU daily, averaged over the Deere fiscal-quarter window",positive = foreign currency stronger vs USD = translation tailwind to Deere revenue
de_fx_rate_yoy_pct_eur,2026-05-03,2026,q2,,,,8.399,pct_change_usd_per_fx_vs_year_ago_quarter,,"FRED DEXUSEU daily, averaged over the Deere fiscal-quarter window",positive = foreign currency stronger vs USD = translation tailwind to Deere revenue
de_fx_rate_yoy_pct_eur,2026-08-02,2026,q3,,,,0.385,pct_change_usd_per_fx_vs_year_ago_quarter,,"FRED DEXUSEU daily, averaged over the Deere fiscal-quarter window",positive = foreign currency stronger vs USD = translation tailwind to Deere revenue
de_fx_rate_yoy_pct_gbp,2026-02-01,2026,q1,,,,5.955,pct_change_usd_per_fx_vs_year_ago_quarter,,"FRED DEXUSUK daily, averaged over the Deere fiscal-quarter window",positive = foreign currency stronger vs USD = translation tailwind to Deere revenue
de_fx_rate_yoy_pct_gbp,2026-05-03,2026,q2,,,,4.913,pct_change_usd_per_fx_vs_year_ago_quarter,,"FRED DEXUSUK daily, averaged over the Deere fiscal-quarter window",positive = foreign currency stronger vs USD = translation tailwind to Deere revenue
de_fx_rate_yoy_pct_gbp,2026-08-02,2026,q3,,,,-0.581,pct_change_usd_per_fx_vs_year_ago_quarter,,"FRED DEXUSUK daily, averaged over the Deere fiscal-quarter window",positive = foreign currency stronger vs USD = translation tailwind to Deere revenue
de_fx_rate_yoy_pct_inr,2026-02-01,2026,q1,,,,-5.483,pct_change_usd_per_fx_vs_year_ago_quarter,,"FRED DEXINUS daily, averaged over the Deere fiscal-quarter window",positive = foreign currency stronger vs USD = translation tailwind to Deere revenue
